Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.61     0.00    28560     0.00     0.00  __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > > std::move_backward<__gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > > >(__gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >)
  0.00      1.61     0.00    28560     0.00     0.00  RenjuAINegamax::Move* std::__copy_move_backward_a<true, RenjuAINegamax::Move*, RenjuAINegamax::Move*>(RenjuAINegamax::Move*, RenjuAINegamax::Move*, RenjuAINegamax::Move*)
  0.00      1.61     0.00    28560     0.00     0.00  __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > > >(__gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >)
  0.00      1.61     0.00    11928     0.00     0.00  RenjuAINegamax::searchMovesOrdered(char*, int)
  0.00      1.61     0.00    11928     0.00     0.00  __gnu_cxx::new_allocator<RenjuAINegamax::Move>::new_allocator()
  0.00      1.61     0.00    11928     0.00     0.00  __gnu_cxx::new_allocator<RenjuAINegamax::Move>::~new_allocator()
  0.00      1.61     0.00    11928     0.00     0.00  __gnu_cxx::__ops::__iter_less_iter()
  0.00      1.61     0.00    11928     0.00     0.00  bool __gnu_cxx::operator==<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > >(__gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > > const&, __gnu_cxx::__normal_iterator<RenjuAINegamax::Move*, std::vector<RenjuAINegamax::Move, std::allocator<RenjuAINegamax::Move> > > const&)
  0.00      1.61     0.00    11928     0.00     0.00  std::allocator<RenjuAINegamax::Move>::allocator()
  0.00      1.61     0.00    11928     0.00     0.00  std::allocator<RenjuAINegamax::Move>::~allocator()
